,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,G+APer90,GlsxxPer90,GoalsPer90,ShotsPer90,SoTPer90,SoT%Per90,Sh/90Per90,SoT/90Per90,G/ShPer90,G/SoTPer90,AvgShotDistancePer90,FKShotsPer90,PKPer90,PKsAttPer90,xGPer90,npxGPer90,npxG/ShPer90,G-xGPer90,npG-xGPer90,PassesCompletedPer90,PassesAttemptedPer90,TotCmp%Per90,TotalPassDistPer90,ProgPassDistPer90,ShortPassCmpPer90,ShortPassAttPer90,ShortPassCmp%Per90,MedPassCmpPer90,MedPassAttPer90,MedPassCmp%Per90,LongPassCmpPer90,LongPassAttPer90,LongPassCmp%Per90,AssistsPer90,xAGPer90,xAPer90,A-xAGPer90,KeyPassesPer90,Final1/3CmpPer90,PenAreaCmpPer90,CrsPenAreaCmpPer90,ProgPassesPer90,LivePassPer90,DeadPassPer90,FKPassesPer90,ThruBallsPer90,SwitchesPer90,CrsPer90,ThrowInPer90,CKPer90,InSwingCKPer90,OutSwingCKPer90,StrCKPer90,CmpxxxPer90,PassesToOffPer90,PassesBlockedPer90,SCAPer90,SCA90Per90,SCAPassLivePer90,SCAPassDeadPer90,SCADribPer90,SCAShPer90,SCAFldPer90,SCADefPer90,GCAPer90,GCA90Per90,GCAPassLivePer90,GCAPassDeadPer90,GCADribPer90,GCAShPer90,GCAFldPer90,GCADefPer90,TklPer90,TklWinPossPer90,Def3rdTklPer90,Mid3rdTklPer90,Att3rdTklPer90,DrbTklPer90,DrbPastAttPer90,DrbTkl%Per90,DrbPastPer90,BlocksPer90,ShBlocksPer90,PassBlocksPer90,IntPer90,Tkl+IntPer90,ClrPer90,ErrPer90,TouchesPer90,DefPenTouchPer90,Def3rdTouchPer90,Mid3rdTouchPer90,Att3rdTouchPer90,AttPenTouchPer90,LiveTouchPer90,AttDrbPer90,SuccDrbPer90,DrbSucc%Per90,TimesTackledPer90,TimesTackled%Per90,CarriesPer90,TotalCarryDistancePer90,ProgCarryDistancePer90,ProgCarriesPer90,CarriesToFinalThirdPer90,CarriesToPenAreaPer90,CarryMistakesPer90,DisposesedPer90,ReceivedPassPer90,ProgPassesRecPer90,YellowsPer90,RedsPer90,Yellow2Per90,FlsPer90,FldPer90,OffPer90,PKwonPer90,PKconPer90,OGPer90,RecovPer90,AerialWinsPer90,AerialLossPer90,AerialWin%Per90,90sPer90,AvgTeamPoss,OppTouches,TeamMins,TeamTouches90,pAdjTkl+IntPer90,pAdjClrPer90,pAdjShBlocksPer90,pAdjPassBlocksPer90,pAdjIntPer90,pAdjDrbTklPer90,pAdjTklWinPossPer90,pAdjDrbPastPer90,pAdjAerialWinsPer90,pAdjAerialLossPer90,pAdjDrbPastAttPer90,TouchCentrality,Tkl+IntPer600OppTouch,pAdjTouchesPer90,CarriesPer50Touches,ProgCarriesPer50Touches,ProgPassesPer50CmpPasses,Main Position
639,652,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,28,1995,13,12,1107.0,3.0,0.16,2.0,11.0,6.0,54.5,0.89,0.49,0.18,0.33,13.7,0.0,0.0,0.0,1.9,1.9,0.18,0.1,0.1,564.0,677.0,83.3,9045.0,2889.0,285.0,314.0,90.8,219.0,254.0,86.2,42.0,67.0,62.7,1.0,0.7,1.4,0.3,13.0,42.0,11.0,0.0,60.0,660.0,16.0,14.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,564.0,1.0,12.0,26.0,2.11,21.0,0.0,1.0,2.0,2.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,8.0,13.0,3.0,11.0,22.0,50.0,11.0,19.0,2.0,17.0,17.0,41.0,28.0,1.0,827.0,53.0,254.0,465.0,112.0,19.0,827.0,12.0,8.0,66.7,4.0,33.3,408.0,1875.0,844.0,6.0,9.0,1.0,14.0,14.0,534.0,16.0,0.0,0.0,0.0,12.0,7.0,3.0,0.0,0.0,0.0,90.0,19.0,15.0,55.9,0.24,0.01,0.16,0.89,0.49,4.43,0.07,0.04,0.01,0.03,1.11,0.0,0.0,0.0,0.15,0.15,0.01,0.01,0.01,45.85,55.04,6.77,735.37,234.88,23.17,25.53,7.38,17.8,20.65,7.01,3.41,5.45,5.1,0.08,0.06,0.11,0.02,1.06,3.41,0.89,0.0,4.88,53.66,1.3,1.14,0.24,0.16,0.08,0.16,0.0,0.0,0.0,0.0,45.85,0.08,0.98,2.11,0.17,1.71,0.0,0.08,0.16,0.16,0.0,0.16,0.01,0.16,0.0,0.0,0.0,0.0,0.0,1.95,1.06,0.65,1.06,0.24,0.89,1.79,4.07,0.89,1.54,0.16,1.38,1.38,3.33,2.28,0.08,67.24,4.31,20.65,37.8,9.11,1.54,67.24,0.98,0.65,5.42,0.33,2.71,33.17,152.44,68.62,0.49,0.73,0.08,1.14,1.14,43.41,1.3,0.0,0.0,0.0,0.98,0.57,3.0,0.0,0.0,0.0,90.0,19.0,15.0,55.9,12.3,51.5,9711.0,1350.0,676.73,3.44,2.35,0.17,1.42,1.42,0.92,0.92,0.92,19.59,15.46,1.84,9.94,3.09,65.28,24.67,0.36,5.32,Defensive Midfield
640,653,Elseid Hysaj,al ALB,DF,Lazio,it Serie A,29,1994,9,5,463.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.0,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,285.0,334.0,85.3,4363.0,1900.0,156.0,172.0,90.7,98.0,118.0,83.1,18.0,24.0,75.0,0.0,0.2,0.2,-0.2,4.0,19.0,2.0,1.0,22.0,285.0,48.0,4.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,285.0,1.0,6.0,7.0,1.36,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,5.0,7.0,1.0,9.0,14.0,64.3,5.0,8.0,2.0,6.0,5.0,18.0,20.0,0.0,394.0,21.0,145.0,210.0,42.0,4.0,394.0,3.0,0.0,0.0,3.0,100.0,184.0,993.0,480.0,7.0,3.0,0.0,4.0,6.0,244.0,12.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,35.0,6.0,1.0,85.7,0.0,0.0,0.0,0.19,0.0,0.0,0.04,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4,64.92,16.58,848.1,369.33,30.32,33.43,17.63,19.05,22.94,16.15,3.5,4.67,14.58,0.0,0.04,0.04,-0.04,0.78,3.69,0.39,0.19,4.28,55.4,9.33,0.78,0.0,0.0,0.19,8.55,0.0,0.0,0.0,0.0,55.4,0.19,1.17,1.36,0.26,1.17,0.0,0.0,0.0,0.19,0.0,0.19,0.04,0.19,0.0,0.0,0.0,0.0,0.0,2.53,1.36,0.97,1.36,0.19,1.75,2.72,12.5,0.97,1.56,0.39,1.17,0.97,3.5,3.89,0.0,76.59,4.08,28.19,40.82,8.16,0.78,76.59,0.58,0.0,0.0,0.58,19.44,35.77,193.02,93.3,1.36,0.58,0.0,0.78,1.17,47.43,2.33,0.19,0.0,0.0,0.78,0.39,0.0,0.0,0.0,0.0,35.0,6.0,1.0,85.7,5.14,53.5,9638.0,1440.0,669.12,3.76,4.18,0.42,1.25,1.05,1.88,1.88,1.05,6.45,1.08,2.93,11.45,3.49,71.58,23.35,0.89,3.86,Right-Back
641,654,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,26,1997,15,15,1285.0,2.0,0.14,2.0,18.0,2.0,11.1,1.26,0.14,0.06,0.5,25.9,0.0,1.0,1.0,1.4,0.6,0.03,0.6,0.4,341.0,468.0,72.9,5423.0,1679.0,164.0,202.0,81.2,134.0,177.0,75.7,25.0,48.0,52.1,0.0,0.4,1.0,-0.4,10.0,45.0,10.0,3.0,61.0,440.0,26.0,13.0,2.0,0.0,11.0,3.0,2.0,0.0,2.0,0.0,341.0,2.0,10.0,28.0,1.96,21.0,2.0,1.0,3.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,6.0,12.0,2.0,12.0,22.0,54.5,10.0,23.0,4.0,19.0,12.0,32.0,12.0,0.0,614.0,31.0,151.0,346.0,129.0,13.0,613.0,14.0,4.0,28.6,9.0,64.3,293.0,1389.0,612.0,10.0,11.0,1.0,25.0,12.0,300.0,30.0,3.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,95.0,21.0,18.0,53.8,0.14,0.01,0.14,1.26,0.14,0.78,0.09,0.01,0.0,0.04,1.81,0.0,0.07,0.07,0.1,0.04,0.0,0.04,0.03,23.88,32.78,5.11,379.82,117.6,11.49,14.15,5.69,9.39,12.4,5.3,1.75,3.36,3.65,0.0,0.03,0.07,-0.03,0.7,3.15,0.7,0.21,4.27,30.82,1.82,0.91,0.14,0.0,0.77,0.21,0.14,0.0,0.14,0.0,23.88,0.14,0.7,1.96,0.14,1.47,0.14,0.07,0.21,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.4,0.98,0.42,0.84,0.14,0.84,1.54,3.82,0.7,1.61,0.28,1.33,0.84,2.24,0.84,0.0,43.0,2.17,10.58,24.23,9.04,0.91,42.93,0.98,0.28,2.0,0.63,4.5,20.52,97.28,42.86,0.7,0.77,0.07,1.75,0.84,21.01,2.1,0.21,0.0,0.0,1.05,1.4,0.0,0.0,0.0,0.0,95.0,21.0,18.0,53.8,14.28,42.3,10163.0,1350.0,526.73,1.94,0.73,0.24,1.15,0.73,0.73,0.73,0.61,18.2,15.6,1.34,8.16,1.98,50.83,23.86,0.81,8.94,Central Midfield
642,655,Elye Wahi,fr FRA,FW,Lens,fr Ligue 1,20,2003,11,7,578.0,3.0,0.31,2.0,20.0,14.0,70.0,3.11,2.18,0.1,0.14,13.5,0.0,0.0,0.0,3.0,3.0,0.15,-1.0,-1.0,69.0,100.0,69.0,800.0,92.0,46.0,59.0,78.0,13.0,22.0,59.1,2.0,4.0,50.0,1.0,0.3,0.2,0.7,3.0,1.0,2.0,0.0,5.0,87.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,2.0,10.0,1.57,6.0,0.0,1.0,2.0,1.0,0.0,2.0,0.31,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,158.0,0.0,6.0,60.0,93.0,37.0,158.0,14.0,6.0,42.9,7.0,50.0,124.0,762.0,317.0,13.0,6.0,8.0,14.0,9.0,124.0,62.0,6.0,1.0,1.0,12.0,4.0,10.0,0.0,0.0,0.0,9.0,5.0,8.0,38.5,0.47,0.05,0.31,3.11,2.18,10.9,0.48,0.34,0.02,0.02,2.1,0.0,0.0,0.0,0.47,0.47,0.02,-0.16,-0.16,10.74,15.57,10.74,124.57,14.33,7.16,9.19,12.15,2.02,3.43,9.2,0.31,0.62,7.79,0.16,0.05,0.03,0.11,0.47,0.16,0.31,0.0,0.78,13.55,1.87,0.0,0.16,0.0,0.47,0.0,0.0,0.0,0.0,0.0,10.74,0.16,0.31,1.56,0.24,0.93,0.0,0.16,0.31,0.16,0.0,0.31,0.05,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.31,0.0,0.31,0.16,0.0,0.16,0.16,0.31,0.0,0.0,24.6,0.0,0.93,9.34,14.48,5.76,24.6,2.18,0.93,6.68,1.09,7.79,19.31,118.65,49.36,2.02,0.93,1.25,2.18,1.4,19.31,9.65,0.93,0.16,0.16,1.87,0.62,10.0,0.0,0.0,0.0,9.0,5.0,8.0,38.5,6.42,53.2,9493.0,1440.0,645.88,0.33,0.0,0.0,0.17,0.17,0.0,0.0,0.33,5.34,8.55,0.33,3.81,0.31,23.12,39.24,4.11,3.62,Centre-Forward
643,656,Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20,2003,1,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,99.0,22.0,3.0,3.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.6,0.1,-0.6,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,6.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,6.0,1.0,10.0,1.0,1.0,100.0,0.0,0.0,8.0,82.0,17.0,1.0,1.0,1.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.57,38.57,642.86,636.43,141.43,19.29,19.29,642.86,19.29,19.29,642.86,0.0,0.0,0.0,0.0,3.86,0.64,-3.86,6.43,0.0,0.0,0.0,6.43,32.14,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.57,0.0,0.0,6.43,44.49,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.29,0.0,0.0,32.14,38.57,6.43,64.29,6.43,6.43,642.86,0.0,0.0,51.43,527.14,109.29,6.43,6.43,6.43,19.29,0.0,51.43,12.86,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,0.16,53.2,9493.0,1440.0,645.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,9.95,0.0,60.42,40.0,5.0,8.33,Centre-Forward
644,657,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,20,2003,13,11,954.0,5.0,0.38,4.0,22.0,9.0,40.9,2.08,0.85,0.18,0.44,11.9,0.0,0.0,0.0,4.5,4.5,0.2,-0.5,-0.5,100.0,132.0,75.8,1354.0,190.0,48.0,68.0,70.6,40.0,47.0,85.1,1.0,3.0,33.3,1.0,0.1,0.1,0.9,3.0,2.0,1.0,0.0,6.0,122.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,10.0,0.94,5.0,0.0,2.0,1.0,2.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,5.0,60.0,2.0,6.0,2.0,4.0,2.0,5.0,14.0,0.0,240.0,16.0,28.0,111.0,108.0,39.0,240.0,18.0,6.0,33.3,11.0,61.1,160.0,969.0,287.0,12.0,12.0,6.0,25.0,17.0,161.0,43.0,2.0,0.0,0.0,13.0,10.0,4.0,0.0,0.0,0.0,23.0,16.0,30.0,34.8,0.47,0.04,0.38,2.08,0.85,3.86,0.2,0.08,0.02,0.04,1.12,0.0,0.0,0.0,0.42,0.42,0.02,-0.05,-0.05,9.43,12.45,7.15,127.74,17.92,4.53,6.42,6.66,3.77,4.43,8.03,0.09,0.28,3.14,0.09,0.01,0.01,0.08,0.28,0.19,0.09,0.0,0.57,11.51,0.94,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,9.43,0.0,0.19,0.94,0.09,0.47,0.0,0.19,0.09,0.19,0.0,0.09,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.28,0.19,0.19,0.0,0.09,0.28,0.47,5.66,0.19,0.57,0.19,0.38,0.19,0.47,1.32,0.0,22.64,1.51,2.64,10.47,10.19,3.68,22.64,1.7,0.57,3.14,1.04,5.76,15.09,91.42,27.08,1.13,1.13,0.57,2.36,1.6,15.19,4.06,0.19,0.0,0.0,1.23,0.94,4.0,0.0,0.0,0.0,23.0,16.0,30.0,34.8,10.6,41.4,11273.0,1440.0,530.31,0.4,1.13,0.16,0.32,0.16,0.24,0.24,0.16,13.65,25.6,0.4,4.27,0.4,27.34,33.33,2.5,3.0,Centre-Forward
645,658,Emerson,br BRA,DF,Tottenham,eng Premier League,24,1999,12,4,513.0,1.0,0.18,1.0,3.0,1.0,33.3,0.53,0.18,0.33,1.0,19.0,0.0,0.0,0.0,0.1,0.1,0.03,0.9,0.9,471.0,515.0,91.5,6856.0,1861.0,266.0,280.0,95.0,170.0,178.0,95.5,14.0,19.0,73.7,0.0,0.0,0.5,0.0,0.0,20.0,0.0,0.0,19.0,457.0,58.0,23.0,0.0,1.0,2.0,34.0,0.0,0.0,0.0,0.0,471.0,0.0,12.0,6.0,1.05,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,9.0,3.0,0.0,6.0,19.0,31.6,13.0,9.0,4.0,5.0,5.0,17.0,31.0,1.0,601.0,59.0,235.0,265.0,103.0,7.0,601.0,14.0,6.0,42.9,6.0,42.9,370.0,1589.0,772.0,15.0,13.0,1.0,9.0,4.0,419.0,10.0,2.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,40.0,6.0,6.0,50.0,0.18,0.03,0.18,0.53,0.18,5.84,0.09,0.03,0.06,0.18,3.33,0.0,0.0,0.0,0.02,0.02,0.01,0.16,0.16,82.63,90.35,16.05,1202.81,326.49,46.67,49.12,16.67,29.82,31.23,16.75,2.46,3.33,12.93,0.0,0.0,0.09,0.0,0.0,3.51,0.0,0.0,3.33,80.18,10.18,4.04,0.0,0.18,0.35,5.96,0.0,0.0,0.0,0.0,82.63,0.0,2.11,1.05,0.18,0.35,0.0,0.0,0.18,0.35,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,1.75,1.58,0.53,0.0,1.05,3.33,5.54,2.28,1.58,0.7,0.88,0.88,2.98,5.44,0.18,105.44,10.35,41.23,46.49,18.07,1.23,105.44,2.46,1.05,7.53,1.05,7.53,64.91,278.77,135.44,2.63,2.28,0.18,1.58,0.7,73.51,1.75,0.35,0.0,0.0,1.23,2.98,0.0,0.0,0.0,0.0,40.0,6.0,6.0,50.0,5.7,59.8,9032.0,1530.0,739.53,3.71,6.76,0.87,1.09,1.09,1.31,1.31,2.84,7.46,7.46,4.15,14.26,3.37,88.16,30.78,1.25,2.02,Right-Back
646,659,Emerson Palmieri,it ITA,DF,West Ham,eng Premier League,29,1994,16,15,1395.0,1.0,0.0,0.0,8.0,0.0,0.0,0.52,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.7,0.7,0.08,-0.7,-0.7,632.0,774.0,81.7,8700.0,3421.0,382.0,422.0,90.5,195.0,244.0,79.9,23.0,38.0,60.5,1.0,2.0,1.5,-1.0,14.0,37.0,12.0,6.0,54.0,646.0,125.0,3.0,2.0,2.0,20.0,122.0,0.0,0.0,0.0,0.0,632.0,3.0,26.0,36.0,2.32,26.0,3.0,3.0,1.0,3.0,0.0,5.0,0.32,2.0,1.0,1.0,0.0,1.0,0.0,43.0,29.0,20.0,16.0,7.0,22.0,33.0,66.7,11.0,22.0,3.0,19.0,18.0,61.0,39.0,0.0,959.0,71.0,310.0,452.0,208.0,19.0,959.0,30.0,13.0,43.3,14.0,46.7,511.0,2539.0,1286.0,23.0,25.0,4.0,14.0,8.0,545.0,48.0,7.0,0.0,0.0,18.0,15.0,1.0,1.0,0.0,0.0,69.0,9.0,10.0,47.4,0.06,0.0,0.0,0.52,0.0,0.0,0.03,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.05,0.05,0.01,-0.05,-0.05,40.77,49.94,5.27,561.29,220.71,24.65,27.23,5.84,12.58,15.74,5.15,1.48,2.45,3.9,0.06,0.13,0.1,-0.06,0.9,2.39,0.77,0.39,3.48,41.68,8.06,0.19,0.13,0.13,1.29,7.87,0.0,0.0,0.0,0.0,40.77,0.19,1.68,2.32,0.15,1.68,0.19,0.19,0.06,0.19,0.0,0.32,0.02,0.13,0.06,0.06,0.0,0.06,0.0,2.77,1.87,1.29,1.03,0.45,1.42,2.13,4.3,0.71,1.42,0.19,1.23,1.16,3.94,2.52,0.0,61.87,4.58,20.0,29.16,13.42,1.23,61.87,1.94,0.84,2.79,0.9,3.01,32.97,163.81,82.97,1.48,1.61,0.26,0.9,0.52,35.16,3.1,0.45,0.0,0.0,1.16,0.97,1.0,1.0,0.0,0.0,69.0,9.0,10.0,47.4,15.5,42.2,12281.0,1530.0,560.88,3.4,2.18,0.17,1.06,1.0,1.23,1.23,0.61,7.79,8.65,1.84,11.03,3.27,73.31,26.64,1.2,4.27,Left-Back
647,660,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24,1999,12,7,535.0,0.0,0.0,0.0,4.0,0.0,0.0,0.67,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,262.0,333.0,78.7,4069.0,1031.0,130.0,153.0,85.0,103.0,121.0,85.1,16.0,24.0,66.7,0.0,0.2,0.1,-0.2,5.0,18.0,2.0,0.0,26.0,321.0,12.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,16.0,12.0,2.02,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,3.0,0.0,2.0,10.0,20.0,8.0,8.0,2.0,6.0,14.0,22.0,6.0,1.0,406.0,13.0,101.0,237.0,74.0,4.0,406.0,12.0,5.0,41.7,7.0,58.3,208.0,1122.0,500.0,7.0,8.0,0.0,10.0,5.0,262.0,10.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,42.0,11.0,10.0,52.4,0.0,0.0,0.0,0.67,0.0,0.0,0.11,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.02,0.02,0.0,-0.02,-0.02,44.07,56.02,13.24,684.5,173.44,21.87,25.74,14.3,17.33,20.36,14.32,2.69,4.04,11.22,0.0,0.03,0.02,-0.03,0.84,3.03,0.34,0.0,4.37,54.0,2.02,1.85,0.0,0.17,0.34,0.0,0.0,0.0,0.0,0.0,44.07,0.0,2.69,2.02,0.34,1.68,0.0,0.0,0.0,0.17,0.17,0.17,0.03,0.17,0.0,0.0,0.0,0.0,0.0,1.35,1.01,0.84,0.5,0.0,0.34,1.68,3.36,1.35,1.35,0.34,1.01,2.36,3.7,1.01,0.17,68.3,2.19,16.99,39.87,12.45,0.67,68.3,2.02,0.84,7.01,1.18,9.81,34.99,188.75,84.11,1.18,1.35,0.0,1.68,0.84,44.07,1.68,0.17,0.0,0.0,0.84,1.01,0.0,0.0,0.0,0.0,42.0,11.0,10.0,52.4,5.94,45.9,9932.0,1440.0,530.56,3.42,0.93,0.31,0.93,2.18,0.31,0.31,1.24,10.17,9.24,1.55,12.87,3.58,74.4,25.62,0.86,4.96,Central Midfield
648,661,Emil Ceide,no NOR,"MF,FW",Sassuolo,it Serie A,22,2001,5,0,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.87,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1,26.0,36.0,72.2,317.0,97.0,17.0,22.0,77.3,7.0,8.0,87.5,0.0,0.0,0.0,0.0,0.1,0.1,-0.1,3.0,0.0,1.0,0.0,2.0,36.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,5.0,4.41,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,50.0,0.0,6.0,16.0,30.0,6.0,50.0,13.0,8.0,61.5,4.0,30.8,31.0,319.0,174.0,8.0,3.0,3.0,2.0,3.0,37.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.76,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.09,0.09,0.07,-0.09,-0.09,22.72,31.46,63.09,276.99,84.76,14.85,19.22,67.54,6.12,6.99,76.46,0.0,0.0,0.0,0.0,0.09,0.09,-0.09,2.62,0.0,0.87,0.0,1.75,31.46,0.0,0.0,0.87,0.0,1.75,0.0,0.0,0.0,0.0,0.0,22.72,0.0,2.62,4.37,3.85,3.5,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,2.62,0.0,0.0,0.0,0.0,43.69,0.0,5.24,13.98,26.21,5.24,43.69,11.36,6.99,53.74,3.5,26.91,27.09,278.74,152.04,6.99,2.62,2.62,1.75,2.62,32.33,7.86,0.0,0.0,0.0,0.87,0.87,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.14,46.8,9940.0,1440.0,548.62,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.94,0.0,7.96,0.0,46.68,31.0,8.0,3.85,Left Winger
