,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,G+APer90,GlsxxPer90,GoalsPer90,ShotsPer90,SoTPer90,SoT%Per90,Sh/90Per90,SoT/90Per90,G/ShPer90,G/SoTPer90,AvgShotDistancePer90,FKShotsPer90,PKPer90,PKsAttPer90,xGPer90,npxGPer90,npxG/ShPer90,G-xGPer90,npG-xGPer90,PassesCompletedPer90,PassesAttemptedPer90,TotCmp%Per90,TotalPassDistPer90,ProgPassDistPer90,ShortPassCmpPer90,ShortPassAttPer90,ShortPassCmp%Per90,MedPassCmpPer90,MedPassAttPer90,MedPassCmp%Per90,LongPassCmpPer90,LongPassAttPer90,LongPassCmp%Per90,AssistsPer90,xAGPer90,xAPer90,A-xAGPer90,KeyPassesPer90,Final1/3CmpPer90,PenAreaCmpPer90,CrsPenAreaCmpPer90,ProgPassesPer90,LivePassPer90,DeadPassPer90,FKPassesPer90,ThruBallsPer90,SwitchesPer90,CrsPer90,ThrowInPer90,CKPer90,InSwingCKPer90,OutSwingCKPer90,StrCKPer90,CmpxxxPer90,PassesToOffPer90,PassesBlockedPer90,SCAPer90,SCA90Per90,SCAPassLivePer90,SCAPassDeadPer90,SCADribPer90,SCAShPer90,SCAFldPer90,SCADefPer90,GCAPer90,GCA90Per90,GCAPassLivePer90,GCAPassDeadPer90,GCADribPer90,GCAShPer90,GCAFldPer90,GCADefPer90,TklPer90,TklWinPossPer90,Def3rdTklPer90,Mid3rdTklPer90,Att3rdTklPer90,DrbTklPer90,DrbPastAttPer90,DrbTkl%Per90,DrbPastPer90,BlocksPer90,ShBlocksPer90,PassBlocksPer90,IntPer90,Tkl+IntPer90,ClrPer90,ErrPer90,TouchesPer90,DefPenTouchPer90,Def3rdTouchPer90,Mid3rdTouchPer90,Att3rdTouchPer90,AttPenTouchPer90,LiveTouchPer90,AttDrbPer90,SuccDrbPer90,DrbSucc%Per90,TimesTackledPer90,TimesTackled%Per90,CarriesPer90,TotalCarryDistancePer90,ProgCarryDistancePer90,ProgCarriesPer90,CarriesToFinalThirdPer90,CarriesToPenAreaPer90,CarryMistakesPer90,DisposesedPer90,ReceivedPassPer90,ProgPassesRecPer90,YellowsPer90,RedsPer90,Yellow2Per90,FlsPer90,FldPer90,OffPer90,PKwonPer90,PKconPer90,OGPer90,RecovPer90,AerialWinsPer90,AerialLossPer90,AerialWin%Per90,90sPer90,AvgTeamPoss,OppTouches,TeamMins,TeamTouches90,pAdjTkl+IntPer90,pAdjClrPer90,pAdjShBlocksPer90,pAdjPassBlocksPer90,pAdjIntPer90,pAdjDrbTklPer90,pAdjTklWinPossPer90,pAdjDrbPastPer90,pAdjAerialWinsPer90,pAdjAerialLossPer90,pAdjDrbPastAttPer90,TouchCentrality,Tkl+IntPer600OppTouch,pAdjTouchesPer90,CarriesPer50Touches,ProgCarriesPer50Touches,ProgPassesPer50CmpPasses,Main Position
2142,2186,Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,23,2000,8,6,523.0,0.0,0.0,0.0,2.0,1.0,50.0,0.34,0.17,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,213.0,265.0,80.4,4321.0,1594.0,67.0,75.0,89.3,115.0,136.0,84.6,28.0,47.0,59.6,0.0,0.0,0.1,0.0,1.0,19.0,1.0,0.0,14.0,243.0,20.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,2.0,2.0,5.0,0.86,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,8.0,0.0,0.0,6.0,10.0,60.0,4.0,14.0,6.0,8.0,7.0,15.0,31.0,0.0,334.0,70.0,186.0,142.0,9.0,0.0,334.0,3.0,3.0,100.0,0.0,0.0,185.0,1260.0,785.0,7.0,5.0,0.0,3.0,0.0,198.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,23.0,5.0,7.0,41.7,0.0,0.0,0.0,0.34,0.17,8.6,0.06,0.03,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.65,45.6,13.84,743.58,274.3,11.53,12.91,15.37,19.79,23.4,14.56,4.82,8.09,10.26,0.0,0.0,0.02,0.0,0.17,3.27,0.17,0.0,2.41,41.82,3.44,2.07,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,36.65,0.34,0.34,0.86,0.15,0.52,0.0,0.17,0.17,0.0,0.0,0.17,0.03,0.17,0.0,0.0,0.0,0.0,0.0,1.38,1.03,1.38,0.0,0.0,1.03,1.72,10.33,0.69,2.41,1.03,1.38,1.2,2.58,5.33,0.0,57.48,12.05,32.01,24.44,1.55,0.0,57.48,0.52,0.52,17.21,0.0,0.0,31.84,216.83,135.09,1.2,0.86,0.0,0.52,0.0,34.07,0.17,0.34,0.0,0.0,1.03,0.0,0.0,0.0,1.0,0.0,23.0,5.0,7.0,41.7,5.81,45.0,10082.0,1440.0,533.0,2.35,4.85,0.94,1.25,1.1,0.94,0.94,0.63,4.55,6.36,1.56,10.78,2.46,63.86,27.69,1.05,3.29,Centre-Back
2143,2187,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,27,1996,16,16,1440.0,0.0,0.0,0.0,9.0,2.0,22.2,0.56,0.12,0.0,0.0,11.2,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,593.0,705.0,84.1,11484.0,3994.0,185.0,207.0,89.4,356.0,386.0,92.2,48.0,103.0,46.6,0.0,0.3,0.4,-0.3,3.0,24.0,0.0,0.0,30.0,670.0,34.0,26.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,593.0,1.0,2.0,7.0,0.44,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,13.0,6.0,1.0,12.0,16.0,75.0,4.0,23.0,19.0,4.0,11.0,31.0,63.0,1.0,852.0,143.0,489.0,349.0,19.0,12.0,852.0,1.0,0.0,0.0,1.0,100.0,502.0,2371.0,1154.0,2.0,1.0,0.0,5.0,0.0,521.0,0.0,1.0,0.0,0.0,14.0,5.0,1.0,0.0,0.0,0.0,72.0,30.0,29.0,50.8,0.0,0.0,0.0,0.56,0.12,1.39,0.04,0.01,0.0,0.0,0.7,0.0,0.0,0.0,0.04,0.04,0.0,-0.04,-0.04,37.06,44.06,5.26,717.75,249.62,11.56,12.94,5.59,22.25,24.12,5.76,3.0,6.44,2.91,0.0,0.02,0.02,-0.02,0.19,1.5,0.0,0.0,1.88,41.88,2.12,1.62,0.06,0.38,0.12,0.0,0.0,0.0,0.0,0.0,37.06,0.06,0.12,0.44,0.03,0.25,0.06,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.81,0.81,0.38,0.06,0.75,1.0,4.69,0.25,1.44,1.19,0.25,0.69,1.94,3.94,0.06,53.25,8.94,30.56,21.81,1.19,0.75,53.25,0.06,0.0,0.0,0.06,6.25,31.38,148.19,72.12,0.12,0.06,0.0,0.31,0.0,32.56,0.0,0.06,0.0,0.0,0.88,0.31,1.0,0.0,0.0,0.0,72.0,30.0,29.0,50.8,16.0,45.0,10082.0,1440.0,533.0,1.76,3.58,1.08,0.23,0.62,0.68,0.68,0.23,27.27,26.36,0.91,9.99,1.84,59.17,29.46,0.12,2.53,Centre-Back
2146,2190,Sepp van den Berg,nl NED,DF,Mainz 05,de Bundesliga,22,2001,15,13,1219.0,1.0,0.07,1.0,7.0,3.0,42.9,0.52,0.22,0.14,0.33,8.6,0.0,0.0,0.0,0.7,0.7,0.1,0.3,0.3,608.0,757.0,80.3,11290.0,3835.0,211.0,240.0,87.9,333.0,399.0,83.5,54.0,92.0,58.7,0.0,0.0,0.1,0.0,1.0,54.0,1.0,0.0,57.0,732.0,21.0,18.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,608.0,4.0,6.0,8.0,0.59,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,13.0,10.0,2.0,8.0,13.0,61.5,5.0,29.0,12.0,17.0,21.0,46.0,50.0,1.0,921.0,81.0,465.0,422.0,37.0,9.0,921.0,2.0,1.0,50.0,1.0,50.0,377.0,1736.0,835.0,5.0,3.0,0.0,2.0,3.0,507.0,5.0,5.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,1.0,85.0,78.0,34.0,69.6,0.07,0.01,0.07,0.52,0.22,3.17,0.04,0.02,0.01,0.02,0.63,0.0,0.0,0.0,0.05,0.05,0.01,0.02,0.02,44.89,55.89,5.93,833.55,283.14,15.58,17.72,6.49,24.59,29.46,6.16,3.99,6.79,4.33,0.0,0.0,0.01,0.0,0.07,3.99,0.07,0.0,4.21,54.04,1.55,1.33,0.0,0.15,0.15,0.07,0.0,0.0,0.0,0.0,44.89,0.3,0.44,0.59,0.04,0.52,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.11,0.96,0.74,0.15,0.59,0.96,4.54,0.37,2.14,0.89,1.26,1.55,3.4,3.69,0.07,68.0,5.98,34.33,31.16,2.73,0.66,68.0,0.15,0.07,3.69,0.07,3.69,27.83,128.17,61.65,0.37,0.22,0.0,0.15,0.22,37.43,0.37,0.37,0.0,0.0,1.18,0.66,0.0,0.0,0.0,1.0,85.0,78.0,34.0,69.6,13.54,46.9,10470.0,1440.0,585.88,3.2,3.48,0.83,1.18,1.46,0.56,0.56,0.35,73.45,32.02,0.9,11.61,3.11,72.49,20.47,0.27,4.69,Centre-Back
2147,2191,Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,eng Premier League,31,1992,12,10,833.0,2.0,0.0,0.0,6.0,1.0,16.7,0.65,0.11,0.0,0.0,16.0,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,348.0,448.0,77.7,5238.0,2147.0,191.0,225.0,84.9,130.0,156.0,83.3,17.0,45.0,37.8,2.0,0.5,0.5,1.5,4.0,31.0,9.0,4.0,47.0,407.0,41.0,6.0,1.0,0.0,22.0,35.0,0.0,0.0,0.0,0.0,348.0,0.0,8.0,15.0,1.62,12.0,1.0,1.0,0.0,1.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,9.0,11.0,0.0,5.0,11.0,45.5,6.0,10.0,3.0,7.0,9.0,29.0,36.0,1.0,568.0,39.0,165.0,280.0,127.0,13.0,568.0,14.0,3.0,21.4,11.0,78.6,249.0,1039.0,532.0,10.0,15.0,1.0,9.0,8.0,347.0,29.0,2.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,50.0,30.0,20.0,60.0,0.22,0.0,0.0,0.65,0.11,1.8,0.07,0.01,0.0,0.0,1.73,0.0,0.0,0.0,0.02,0.02,0.0,-0.02,-0.02,37.6,48.4,8.39,565.93,231.97,20.64,24.31,9.17,14.05,16.85,9.0,1.84,4.86,4.08,0.22,0.05,0.05,0.16,0.43,3.35,0.97,0.43,5.08,43.97,4.43,0.65,0.11,0.0,2.38,3.78,0.0,0.0,0.0,0.0,37.6,0.0,0.86,1.62,0.18,1.3,0.11,0.11,0.0,0.11,0.0,0.22,0.02,0.22,0.0,0.0,0.0,0.0,0.0,2.16,1.51,0.97,1.19,0.0,0.54,1.19,4.92,0.65,1.08,0.32,0.76,0.97,3.13,3.89,0.11,61.37,4.21,17.83,30.25,13.72,1.4,61.37,1.51,0.32,2.31,1.19,8.49,26.9,112.26,57.48,1.08,1.62,0.11,0.97,0.86,37.49,3.13,0.22,0.0,0.0,0.86,0.97,0.0,0.0,0.0,0.0,50.0,30.0,20.0,60.0,9.26,39.9,12445.0,1530.0,529.71,2.61,3.24,0.27,0.63,0.81,0.45,0.45,0.54,24.96,16.64,0.99,11.59,2.57,76.9,21.92,0.88,6.75,Right-Back
2148,2192,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,28,1995,5,3,226.0,0.0,0.0,0.0,10.0,3.0,30.0,3.98,1.19,0.0,0.0,13.0,0.0,0.0,0.0,1.1,1.1,0.12,-1.1,-1.1,84.0,97.0,86.6,1176.0,230.0,53.0,56.0,94.6,23.0,27.0,85.2,4.0,5.0,80.0,0.0,0.5,0.7,-0.5,5.0,5.0,4.0,0.0,10.0,91.0,6.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,84.0,0.0,3.0,11.0,4.38,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,2.0,9.0,22.2,7.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0,131.0,1.0,8.0,57.0,68.0,19.0,131.0,7.0,3.0,42.9,4.0,57.1,73.0,564.0,323.0,12.0,5.0,5.0,4.0,3.0,99.0,26.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,14.0,2.0,2.0,50.0,0.0,0.0,0.0,3.98,1.19,11.95,1.58,0.47,0.0,0.0,5.18,0.0,0.0,0.0,0.44,0.44,0.05,-0.44,-0.44,33.45,38.63,34.49,468.32,91.59,21.11,22.3,37.67,9.16,10.75,33.93,1.59,1.99,31.86,0.0,0.2,0.28,-0.2,1.99,1.99,1.59,0.0,3.98,36.24,2.39,0.0,0.4,0.4,1.59,1.59,0.4,0.4,0.0,0.0,33.45,0.0,1.19,4.38,1.74,2.79,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.8,0.0,1.19,0.0,0.8,3.58,8.84,2.79,1.19,0.0,1.19,0.0,1.19,0.8,0.0,52.17,0.4,3.19,22.7,27.08,7.57,52.17,2.79,1.19,17.08,1.59,22.74,29.07,224.6,128.63,4.78,1.99,1.99,1.59,1.19,39.42,10.35,0.0,0.0,0.0,1.99,0.4,1.0,0.0,0.0,0.0,14.0,2.0,2.0,50.0,2.51,61.0,7712.0,1260.0,784.5,1.53,1.02,0.0,1.53,0.0,1.02,1.02,3.57,2.56,2.56,4.59,6.65,1.3,42.76,27.86,4.58,5.95,Right Winger
2150,2194,Sergi Canós,es ESP,"MF,FW",Valencia,es La Liga,26,1997,11,4,429.0,1.0,0.21,1.0,10.0,6.0,60.0,2.1,1.26,0.1,0.17,21.2,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6,87.0,128.0,68.0,1265.0,415.0,49.0,64.0,76.6,33.0,42.0,78.6,3.0,10.0,30.0,0.0,0.3,0.4,-0.3,1.0,11.0,4.0,0.0,18.0,124.0,4.0,1.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,87.0,0.0,5.0,7.0,1.47,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,5.0,3.0,3.0,1.0,7.0,14.3,6.0,5.0,1.0,4.0,6.0,17.0,3.0,0.0,196.0,2.0,32.0,79.0,90.0,11.0,196.0,10.0,3.0,30.0,6.0,60.0,100.0,622.0,347.0,13.0,4.0,4.0,16.0,5.0,118.0,29.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,28.0,5.0,3.0,62.5,0.21,0.04,0.21,2.1,1.26,12.59,0.44,0.26,0.02,0.04,4.45,0.0,0.0,0.0,0.08,0.08,0.01,0.13,0.13,18.25,26.85,14.27,265.38,87.06,10.28,13.43,16.07,6.92,8.81,16.49,0.63,2.1,6.29,0.0,0.06,0.08,-0.06,0.21,2.31,0.84,0.0,3.78,26.01,0.84,0.21,0.21,0.0,1.05,0.63,0.0,0.0,0.0,0.0,18.25,0.0,1.05,1.47,0.31,0.63,0.0,0.21,0.21,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.05,1.05,0.63,0.63,0.21,1.47,3.0,1.26,1.05,0.21,0.84,1.26,3.57,0.63,0.0,41.12,0.42,6.71,16.57,18.88,2.31,41.12,2.1,0.63,6.29,1.26,12.59,20.98,130.49,72.8,2.73,0.84,0.84,3.36,1.05,24.76,6.08,0.0,0.0,0.0,0.63,1.26,0.0,0.0,0.0,0.0,28.0,5.0,3.0,62.5,4.77,44.5,11495.0,1620.0,532.67,3.21,0.57,0.19,0.76,1.13,0.19,0.19,1.13,4.5,2.7,1.32,7.72,3.35,46.2,25.51,3.32,10.34,Right Winger
2152,2196,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,30,1993,15,11,1099.0,3.0,0.0,0.0,12.0,2.0,16.7,0.98,0.16,0.0,0.0,22.1,0.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6,336.0,490.0,68.6,6497.0,2273.0,148.0,168.0,88.1,121.0,163.0,74.2,58.0,127.0,45.7,3.0,3.8,2.7,-0.8,26.0,55.0,16.0,6.0,60.0,405.0,79.0,32.0,7.0,13.0,77.0,4.0,33.0,14.0,19.0,0.0,336.0,6.0,13.0,46.0,3.77,22.0,18.0,0.0,2.0,3.0,1.0,5.0,0.41,3.0,2.0,0.0,0.0,0.0,0.0,25.0,18.0,6.0,15.0,4.0,6.0,18.0,33.3,12.0,10.0,1.0,9.0,10.0,35.0,4.0,0.0,614.0,4.0,65.0,354.0,212.0,13.0,614.0,32.0,16.0,50.0,10.0,31.3,374.0,2433.0,1222.0,30.0,34.0,0.0,25.0,10.0,383.0,32.0,1.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,63.0,6.0,8.0,42.9,0.25,0.0,0.0,0.98,0.16,1.37,0.08,0.01,0.0,0.0,1.81,0.0,0.0,0.0,0.05,0.05,0.0,-0.05,-0.05,27.52,40.13,5.62,532.06,186.14,12.12,13.76,7.21,9.91,13.35,6.08,4.75,10.4,3.74,0.25,0.31,0.22,-0.07,2.13,4.5,1.31,0.49,4.91,33.17,6.47,2.62,0.57,1.06,6.31,0.33,2.7,1.15,1.56,0.0,27.52,0.49,1.06,3.77,0.31,1.8,1.47,0.0,0.16,0.25,0.08,0.41,0.03,0.25,0.16,0.0,0.0,0.0,0.0,2.05,1.47,0.49,1.23,0.33,0.49,1.47,2.73,0.98,0.82,0.08,0.74,0.82,2.87,0.33,0.0,50.28,0.33,5.32,28.99,17.36,1.06,50.28,2.62,1.31,4.09,0.82,2.56,30.63,199.24,100.07,2.46,2.78,0.0,2.05,0.82,31.36,2.62,0.08,0.0,0.0,0.82,1.39,0.0,0.0,0.0,0.0,63.0,6.0,8.0,42.9,12.21,43.9,10457.0,1530.0,495.18,2.55,0.29,0.07,0.66,0.73,0.44,0.44,0.88,5.35,7.13,1.31,10.15,2.8,57.27,30.46,2.44,8.93,Central Midfield
2153,2197,Sergi Guardiola,es ESP,"FW,MF",Cádiz,es La Liga,32,1991,7,0,102.0,0.0,0.0,0.0,2.0,1.0,50.0,1.76,0.88,0.0,0.0,14.0,0.0,0.0,0.0,0.3,0.3,0.16,-0.3,-0.3,25.0,40.0,62.5,369.0,74.0,15.0,21.0,71.4,8.0,12.0,66.7,1.0,2.0,50.0,0.0,0.1,0.1,-0.1,1.0,1.0,0.0,0.0,1.0,39.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,1.0,0.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,55.0,2.0,7.0,31.0,18.0,3.0,55.0,4.0,2.0,50.0,2.0,50.0,32.0,145.0,84.0,4.0,2.0,1.0,2.0,0.0,36.0,6.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,60.0,0.0,0.0,0.0,1.76,0.88,44.12,1.55,0.78,0.0,0.0,12.35,0.0,0.0,0.0,0.26,0.26,0.14,-0.26,-0.26,22.06,35.29,55.15,325.59,65.29,13.24,18.53,63.0,7.06,10.59,58.85,0.88,1.76,44.12,0.0,0.09,0.09,-0.09,0.88,0.88,0.0,0.0,0.88,34.41,0.88,0.88,0.0,0.88,1.76,0.0,0.0,0.0,0.0,0.0,22.06,0.0,3.53,0.88,0.78,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,1.76,0.88,0.88,0.88,1.76,2.65,58.85,0.88,0.88,0.0,0.88,0.0,2.65,0.88,0.0,48.53,1.76,6.18,27.35,15.88,2.65,48.53,3.53,1.76,44.12,1.76,44.12,28.24,127.94,74.12,3.53,1.76,0.88,1.76,0.0,31.76,5.29,0.0,0.0,0.0,1.76,3.53,1.0,0.0,0.0,0.0,7.0,3.0,2.0,60.0,1.13,38.9,11041.0,1530.0,449.06,2.17,0.72,0.0,0.72,0.0,1.44,1.44,0.72,2.45,1.64,2.17,10.81,2.45,62.38,29.09,3.64,2.0,Centre-Forward
2154,2198,Sergi Roberto,es ESP,"DF,FW",Barcelona,es La Liga,31,1992,4,2,190.0,1.0,0.47,1.0,1.0,1.0,100.0,0.47,0.47,1.0,1.0,4.7,0.0,0.0,0.0,0.6,0.6,0.65,0.4,0.4,114.0,126.0,90.5,1655.0,441.0,72.0,76.0,94.7,33.0,36.0,91.7,7.0,9.0,77.8,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,115.0,10.0,4.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,114.0,1.0,2.0,2.0,0.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,135.0,2.0,25.0,73.0,39.0,5.0,135.0,0.0,0.0,0.0,0.0,0.0,84.0,466.0,248.0,3.0,5.0,0.0,4.0,1.0,100.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,0.47,0.22,0.47,0.47,0.47,47.37,0.22,0.22,0.47,0.47,2.23,0.0,0.0,0.0,0.28,0.28,0.31,0.19,0.19,54.0,59.68,42.87,783.95,208.89,34.11,36.0,44.86,15.63,17.05,43.44,3.32,4.26,36.85,0.0,0.0,0.0,0.0,0.0,5.68,0.0,0.0,4.74,54.47,4.74,1.89,0.0,0.0,2.37,2.84,0.0,0.0,0.0,0.0,54.0,0.47,0.95,0.95,0.45,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.47,0.47,0.0,0.47,0.95,23.68,0.47,0.47,0.47,0.0,0.95,1.89,0.0,0.0,63.95,0.95,11.84,34.58,18.47,2.37,63.95,0.0,0.0,0.0,0.0,0.0,39.79,220.74,117.47,1.42,2.37,0.0,1.89,0.47,47.37,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,2.11,64.7,7815.0,1530.0,758.65,2.68,0.0,0.67,0.0,1.34,0.67,0.67,0.67,0.0,5.67,1.34,8.43,2.47,49.42,31.11,1.11,4.39,Central Midfield
2155,2199,Sergio Akieme,es ESP,DF,Almería,es La Liga,26,1997,14,14,1260.0,2.0,0.14,2.0,6.0,5.0,83.3,0.43,0.36,0.33,0.4,13.1,0.0,0.0,0.0,1.1,1.1,0.18,0.9,0.9,477.0,614.0,77.7,7909.0,2393.0,238.0,259.0,91.9,194.0,236.0,82.2,37.0,87.0,42.5,0.0,1.4,1.2,-1.4,12.0,24.0,10.0,8.0,23.0,482.0,131.0,16.0,1.0,5.0,46.0,113.0,2.0,0.0,1.0,0.0,477.0,1.0,13.0,25.0,1.79,15.0,3.0,4.0,1.0,2.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,21.0,12.0,15.0,4.0,2.0,9.0,11.0,81.8,2.0,11.0,4.0,7.0,8.0,29.0,21.0,0.0,739.0,37.0,239.0,331.0,180.0,13.0,739.0,36.0,18.0,50.0,17.0,47.2,397.0,2072.0,902.0,23.0,19.0,2.0,14.0,12.0,412.0,59.0,1.0,0.0,0.0,13.0,13.0,1.0,0.0,2.0,0.0,77.0,6.0,13.0,31.6,0.14,0.01,0.14,0.43,0.36,5.95,0.03,0.03,0.02,0.03,0.94,0.0,0.0,0.0,0.08,0.08,0.01,0.06,0.06,34.07,43.86,5.55,564.93,170.93,17.0,18.5,6.56,13.86,16.86,5.87,2.64,6.21,3.04,0.0,0.1,0.09,-0.1,0.86,1.71,0.71,0.57,1.64,34.43,9.36,1.14,0.07,0.36,3.29,8.07,0.14,0.0,0.07,0.0,34.07,0.07,0.93,1.79,0.13,1.07,0.21,0.29,0.07,0.14,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.5,0.86,1.07,0.29,0.14,0.64,0.79,5.84,0.14,0.79,0.29,0.5,0.57,2.07,1.5,0.0,52.79,2.64,17.07,23.64,12.86,0.93,52.79,2.57,1.29,3.57,1.21,3.37,28.36,148.0,64.43,1.64,1.36,0.14,1.0,0.86,29.43,4.21,0.07,0.0,0.0,0.93,0.93,1.0,0.0,2.0,0.0,77.0,6.0,13.0,31.6,14.0,48.6,9835.0,1530.0,551.82,2.02,1.46,0.28,0.49,0.56,0.63,0.63,0.14,5.84,12.65,0.76,9.57,2.15,54.31,26.86,1.56,2.41,Left-Back
